"Altitude","Density"
45500,0.000449253
46000,0.000438586
46500,0.000428171
47000,0.000418004
47500,0.000408079
48000,0.000398389
48500,0.000388929
49000,0.000379694
49500,0.000370678
50000,0.000361876
50500,0.000353283
51000,0.000344894
51500,0.000336705
52000,0.000328709
52500,0.000320904
53000,0.000313284
53500,0.000305845
54000,0.000298583
54500,0.000291493
55000,0.000284571
55500,0.000277814
56000,0.000271217
56500,0.000264777
57000,0.00025849
57500,0.000252352
58000,0.00024636
58500,0.00024051
59000,0.000234799
59500,0.000229224
60000,0.000223781
60500,0.000218467
61000,0.000213279
61500,0.000208215
62000,0.000203271
62500,0.000198444
63000,0.000193732
63500,0.000189132
64000,0.000184641
64500,0.000180257
65000,0.000175976
65500,0.000171798
66000,0.000167629
66500,0.000163537
67000,0.000159548
67500,0.000155659
68000,0.000151867
68500,0.00014817
69000,0.000144566
69500,0.000141051
70000,0.000137625
70500,0.000134284
71000,0.000131026
71500,0.00012785
72000,0.000124753
72500,0.000121733
73000,0.000118788
73500,0.000115916
74000,0.000113116
74500,0.000110385
75000,0.000107722
75500,0.000105125
76000,0.000102592
76500,0.000100122
77000,0.0000977131
77500,0.0000953638
78000,0.0000930725
78500,0.0000908378
79000,0.0000886582
79500,0.0000865324
80000,0.000084459
80500,0.0000824367
81000,0.0000804641
81500,0.00007854
82000,0.0000766632
82500,0.0000748325
83000,0.0000730467
83500,0.0000713047
84000,0.0000696054
84500,0.0000679478
85000,0.0000663307
85500,0.0000647532
86000,0.0000632142
86500,0.0000617128
87000,0.0000602481
87500,0.000058819
88000,0.0000574249
88500,0.0000560647
89000,0.0000547376
89500,0.0000534428
90000,0.0000521794
90500,0.0000509468
91000,0.0000497441
91500,0.0000485705
92000,0.0000474254
92500,0.0000463081
93000,0.0000452178
93500,0.0000441539
94000,0.0000431158
94500,0.0000421027
95000,0.000041114
95500,0.0000401493
96000,0.0000392078
96500,0.000038289
97000,0.0000373923
97500,0.0000365172
98000,0.0000356632
98500,0.0000348297
99000,0.0000340162
99500,0.0000332222
100000,0.0000324473
100500,0.0000316909
101000,0.0000309527
101500,0.0000302321
102000,0.0000295288
102500,0.0000288423
103000,0.0000281722
103500,0.0000275182
104000,0.0000268797
104500,0.0000262564
105000,0.0000256472
105500,0.0000250237
106000,0.0000244164
106500,0.000023825
107000,0.0000232489
107500,0.0000226878
108000,0.0000221413
108500,0.0000216088
109000,0.0000210902
109500,0.0000205849
110000,0.0000200926
110500,0.0000196129
111000,0.0000191455
111500,0.0000186901
112000,0.0000182464
112500,0.0000178139
113000,0.0000173924
113500,0.0000169817
114000,0.0000165814
114500,0.0000161912
115000,0.0000158108
115500,0.0000154401
116000,0.0000150787
116500,0.0000147264
117000,0.0000143829
117500,0.000014048
118000,0.0000137215
118500,0.0000134032
119000,0.0000130927
119500,0.00001279
120000,0.0000124948
120500,0.000012207
121000,0.0000119262
121500,0.0000116524
122000,0.0000113853
122500,0.0000111248
123000,0.0000108708
123500,0.0000106229
124000,0.0000103811
124500,0.0000101452
125000,0.0000099151
125500,0.00000969058
126000,0.00000947152
126500,0.00000925778
127000,0.00000904922
127500,0.0000088457
128000,0.0000086471
128500,0.00000845329
129000,0.00000826415
129500,0.00000807954
130000,0.00000789937
130500,0.00000772351
131000,0.00000755186
131500,0.0000073843
132000,0.00000722074
132500,0.00000706107
133000,0.00000690519
133500,0.000006753
134000,0.00000660442
134500,0.00000645935
135000,0.0000063177
135500,0.00000617938
136000,0.00000604432
136500,0.00000591243
137000,0.00000578363
137500,0.00000565784
138000,0.00000553499
138500,0.00000541501
139000,0.00000529782
139500,0.00000518335
140000,0.00000507154
140500,0.00000496232
141000,0.00000485563
141500,0.00000475139
142000,0.00000464957
142500,0.00000455008
143000,0.00000445289
143500,0.00000435792
144000,0.00000426513
144500,0.00000417446
145000,0.00000408586
145500,0.00000399928
146000,0.00000391467
146500,0.00000383198
147000,0.00000375117
147500,0.00000367219
148000,0.00000359499
148500,0.00000351954
149000,0.00000344579
149500,0.0000033737
150000,0.00000330323
150500,0.00000323433
151000,0.00000316699
151500,0.00000310115
152000,0.00000303678
152500,0.00000297384
153000,0.0000029123
153500,0.00000285214
154000,0.00000279331
154500,0.00000273835
155000,0.00000268618
155500,0.000002635
156000,0.0000025848
156500,0.00000253555
157000,0.00000248724
157500,0.00000243985
158000,0.00000239336
158500,0.00000234776
159000,0.00000230303
159500,0.00000225915
160000,0.0000022161
160500,0.00000217388
161000,0.00000213246
161500,0.00000209183
162000,0.00000205198
162500,0.00000201288
163000,0.00000197453
163500,0.00000193691
164000,0.0000019
164500,0.0000018638
165000,0.00000182829
165500,0.00000179346
166000,0.00000175929
166500,0.00000172577
167000,0.00000169289
167500,0.00000166156
168000,0.00000163243
168500,0.00000160377
169000,0.00000157557
169500,0.00000154782
170000,0.00000152052
170500,0.00000149366
171000,0.00000146723
171500,0.00000144123
172000,0.00000141564
172500,0.00000139047
173000,0.00000136571
173500,0.00000134135
174000,0.00000131739
174500,0.00000129382
175000,0.00000127063
175500,0.00000124783
176000,0.00000122539
176500,0.00000120333
177000,0.00000118162
177500,0.00000116027
178000,0.00000113928
178500,0.00000111863
179000,0.00000109832
179500,0.00000107835
180000,0.00000105871
180500,0.0000010394
181000,0.00000102041
181500,0.00000100173
182000,9.83E-07
182500,9.65E-07
183000,9.48E-07
183500,9.30E-07
184000,9.13E-07
184500,8.96E-07
185000,8.79E-07
185500,8.63E-07
186000,8.47E-07
186500,8.31E-07
187000,8.16E-07
187500,8.01E-07
188000,7.86E-07
188500,7.71E-07
189000,7.56E-07
189500,7.42E-07
190000,7.28E-07
190500,7.15E-07
191000,7.01E-07
191500,6.88E-07
192000,6.75E-07
192500,6.62E-07
193000,6.49E-07
193500,6.37E-07
194000,6.25E-07
194500,6.13E-07
195000,6.01E-07
195500,5.90E-07
196000,5.78E-07
196500,5.67E-07
197000,5.56E-07
197500,5.46E-07
198000,5.35E-07
198500,5.25E-07
199000,5.14E-07
199500,5.04E-07
200000,4.94576e-
